Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
single_family,,945,2,2,1,,165000,174.6031746,2026
single_family,,1475,2,3,1,1963,159900,108.4067797,63
single_family,,2577,3,4,,2012,443500,172.0993403,14
single_family,,1887,4,4,2,2022,874900,463.6459989,4
single_family,,978,1,3,1,1954,55900,57.15746421,72
single_family,,4203,5,6,2,2008,600000,142.7551749,18
single_family,,1255,2,3,1,2025,224900,179.2031873,1
single_family,,1801,2,4,2,,259990,144.3586896,2026
single_family,,1204,1,2,1,1950,60000,49.83388704,76
single_family,,5652,4,5,3,1980,825000,145.9660297,46
single_family,,2260,3,4,2,2004,1085000,480.0884956,22
single_family,,1450,2,3,1,2004,349000,240.6896552,22
single_family,,1040,,2,1,,333990,321.1442308,2026
single_family,,2005,2,3,2,1995,425000,211.9700748,31
single_family,,1225,1,3,1,1915,138900,113.3877551,111
single_family,,1236,2,3,1,2025,255000,206.3106796,1
farm,,1650,,,,,312500,189.3939394,2026
single_family,,2646,2,4,,2022,489000,184.8072562,4
single_family,,4000,3,4,1,,599672,149.918,2026
townhomes,townhouse,1463,3,2,3,2021,665000,454.5454545,5
single_family,,2256,4,4,2,1999,795000,352.393617,27
single_family,,1568,2,3,1,2024,384900,245.4719388,2
single_family,,1672,2,4,,2025,319900,191.3277512,1
single_family,,2260,2,3,2,1973,814900,360.5752212,53
single_family,,1485,2,3,2,2003,399900,269.2929293,23
single_family,,1276,2,3,1,1994,270000,211.5987461,32
land,,1650,0,,,,25000,15.15151515,2026
single_family,,3678,4,5,2,2015,799000,217.2376291,11
land,,1650,0,,,,165000,100,2026
single_family,,3535,4,4,2,2002,815000,230.5516266,24
single_family,,1124,2,3,1,2003,249000,221.5302491,23
single_family,,2500,4,4,2,1981,229999,91.9996,45
condos,condo,1000,2,2,1,1985,37000,37,41
land,,1650,0,,,,28900,17.51515152,2026
condos,condo,1516,2,3,,1997,162000,106.8601583,29
single_family,,1243,1,3,1,1965,230000,185.0362027,61
single_family,,1400,2,3,1,,425000,303.5714286,2026
farm,,1650,,,,,158700,96.18181818,2026
land,,1650,0,,,,6000,3.636363636,2026
single_family,,1601,2,3,1,,309000,193.0043723,2026
single_family,,2456,3,3,2,2019,750000,305.3745928,7
single_family,,3155,4,3,,1910,165000,52.29793978,116
condos,condo,337,1,,7,2008,162900,483.3827893,18
single_family,,1062,2,3,1,1982,195000,183.6158192,44
single_family,,2537,3,4,,2010,535000,210.8789909,16
single_family,,2083,2,3,1,1905,392500,188.4301488,121
single_family,,1170,1,3,1,1965,230000,196.5811966,61
land,,1650,0,,,,39950,24.21212121,2026
single_family,,3922,,5,2,,,0,2026
single_family,,6540,12,10,2,2013,11995000,1834.097859,13
single_family,,1741,2,4,1,1979,299999,172.3141872,47
single_family,,3824,4,4,2,2020,1100000,287.6569038,6
single_family,,4981,6,4,3,2017,995000,199.7590845,9
single_family,,1165,1,3,1,1946,169900,145.8369099,80
land,,1650,0,,,,329900,199.9393939,2026
condos,condo,504,1,,1,1984,95000,188.4920635,42
single_family,,2609,3,3,2,2022,649000,248.754312,4
single_family,,1042,1,3,,1960,165000,158.3493282,66
single_family,,1956,1,3,,1965,99500,50.86912065,61
single_family,,3434,4,4,2,2006,716000,208.5032033,20
single_family,,1551,2,4,1,1963,190000,122.5016119,63
single_family,,4526,4,5,3,2005,994999,219.8406982,21
condos,condo,1250,2,3,1,,212000,169.6,2026
single_family,,2826,3,3,2,2000,589900,208.7402689,26
single_family,,2989,3,4,2,,589000,197.0558715,2026
single_family,,1536,2,3,1,1940,325000,211.5885417,86
single_family,,919,1,3,1,1970,72000,78.34602829,56
single_family,,2380,2,3,,2006,625000,262.605042,20
single_family,,1734,3,4,2,2008,369900,213.3217993,18
single_family,,1024,2,3,1,1940,330000,322.265625,86
land,,1650,0,,,,107880,65.38181818,2026
single_family,,1803,2,3,1,1999,325000,180.2551303,27
single_family,,1256,1,3,,1940,215000,171.1783439,86
condos,condo,1346,2,3,1,2008,218900,162.6300149,18
townhomes,townhouse,1454,3,3,2,2007,209000,143.741403,19
single_family,,3100,4,4,2,2023,979900,316.0967742,3
single_family,,2405,3,3,1,,549900,228.6486486,2026
single_family,,1485,2,3,1,2007,238000,160.2693603,19
single_family,,2432,3,4,1,1989,355000,145.9703947,37
land,,1650,0,,,,255000,154.5454545,2026
single_family,,1790,2,3,2,1986,249900,139.6089385,40
townhomes,townhouse,2464,4,4,3,2016,599000,243.1006494,10
single_family,,1943,2,3,1,1957,399900,205.8157488,69
single_family,,1294,3,3,2,2025,234900,181.5301391,1
townhomes,,2256,4,4,,,566490,251.1037234,2026
condos,condo,1059,2,2,1,1983,349900,330.4060434,43
townhomes,townhouse,1323,4,2,2,1973,189900,143.537415,53
condos,condo,691,1,1,1,1998,252500,365.4124457,28
townhomes,townhouse,1162,3,2,2,2024,209000,179.8623064,2
condos,condo,375,1,,7,1977,65000,173.3333333,49
single_family,,3275,3,4,2,,800000,244.2748092,2026
single_family,,1311,2,3,1,2018,254900,194.4317315,8
condos,condo,1868,3,3,2,2006,349950,187.3394004,20
single_family,,2234,3,3,2,2017,875000,391.6741271,9
single_family,,5523,6,5,2,2007,2850000,516.0239001,19
single_family,,1100,2,3,1,2008,234500,213.1818182,18
land,,1650,0,,,,70000,42.42424242,2026
single_family,,2973,5,4,2,2008,664800,223.6125126,18
single_family,,2413,3,4,2,2016,429900,178.1599668,10
single_family,,1656,2,4,2,1935,500000,301.9323671,91
land,,1650,0,,,,79990,48.47878788,2026
land,,1650,0,,,,77500,46.96969697,2026
single_family,,2175,3,4,1,2002,525000,241.3793103,24
land,,1650,,,,,19000,11.51515152,2026
land,,1650,,,,,115000,69.6969697,2026
single_family,,1040,1,3,1,1935,400000,384.6153846,91
single_family,,1099,2,3,1,1983,185000,168.3348499,43
single_family,,960,1,3,,1970,125000,130.2083333,56
townhomes,townhouse,1178,2,3,1,2022,219900,186.672326,4
single_family,,1530,3,3,2,,249900,163.3333333,2026
single_family,,1464,2,3,,1968,145000,99.04371585,58
multi_family,,1650,3,5,1,1970,439900,266.6060606,56
farm,,1650,0,,,,31500,19.09090909,2026
single_family,,1650,0,0,1,,217000,131.5151515,2026
single_family,,2221,2,3,,2011,335000,150.8329581,15
condos,condo,1050,2,2,1,2005,230000,219.047619,21
land,,1650,0,,,,25000,15.15151515,2026
single_family,,1698,3,3,,2003,240000,141.3427562,23
single_family,,3328,3,4,2,1993,799000,240.0841346,33
condos,condo,1702,3,3,2,1980,274900,161.5158637,46
single_family,,1548,2,3,2,1977,499000,322.3514212,49
single_family,,1030,1,2,,,89900,87.2815534,2026
single_family,,1507,2,4,1,1967,380000,252.1566025,59
condos,condo,1005,3,3,1,1984,399000,397.0149254,42
single_family,,1850,2,4,2,,105000,56.75675676,2026
single_family,,3272,3,4,1,1987,709000,216.6870416,39
single_family,,1472,3,3,2,2007,265000,180.0271739,19
condos,condo,1020,2,2,2,1972,99900,97.94117647,54
land,,1650,0,,,,600000,363.6363636,2026
single_family,,1300,3,3,,1976,119500,91.92307692,50
single_family,,1301,2,3,1,1988,240000,184.4734819,38
single_family,,1128,2,3,,1993,343900,304.8758865,33
single_family,,1555,2,3,1,1963,195000,125.4019293,63
single_family,,560,1,1,,1959,69000,123.2142857,67
single_family,,2808,4,5,2,2020,689000,245.3703704,6
land,,1650,,,,,29900,18.12121212,2026
single_family,,1362,2,4,1,1969,315000,231.277533,57
townhomes,townhouse,4184,4,4,,2008,1039000,248.3269598,18
single_family,,1484,2,3,,1959,235000,158.3557951,67
single_family,,1251,2,3,1,,150000,119.9040767,2026
single_family,,1625,1,3,1,1962,189000,116.3076923,64
single_family,,1627,2,3,1,1996,350000,215.1198525,30
single_family,,2415,3,4,2,2025,549000,227.3291925,1
single_family,,1593,2,4,,1997,263900,165.6622724,29
single_family,,1626,3,3,2,2025,749000,460.6396064,1
single_family,,1328,1,3,2,1900,55000,41.41566265,126
single_family,,1568,2,3,1,1978,244900,156.1862245,48
single_family,,1227,2,3,1,,240000,195.599022,2026
condos,condo,1320,2,3,1,1984,510000,386.3636364,42
single_family,,2323,2,4,2,,100000,43.04778304,2026
single_family,,1908,2,3,,,439900,230.5555556,2026
single_family,,1637,2,3,1,2014,300000,183.2620648,12
single_family,,3436,4,4,2,2022,620000,180.4423749,4
single_family,,4464,5,6,2,2016,1995000,446.9086022,10
condos,condo,1125,2,2,1,1982,445000,395.5555556,44
land,,1650,0,,,,100000,60.60606061,2026
single_family,,3478,5,5,2,1998,630000,181.1385854,28
single_family,,2133,4,4,1,2016,1560000,731.3642757,10
single_family,,2129,3,5,1,1966,399900,187.8346642,60
single_family,,1303,2,3,1,1960,189000,145.0498849,66
single_family,,1504,2,3,1,2007,195000,129.6542553,19
single_family,,2431,2,3,2,2005,659000,271.0818593,21
land,,1650,0,,,,89500,54.24242424,2026
single_family,,1600,2,3,,2024,679900,424.9375,2
single_family,,1350,2,3,1,2012,325000,240.7407407,14
single_family,,3816,3,3,,1835,175000,45.85953878,191
single_family,,2423,3,4,2,2008,309900,127.8992984,18
condos,condo,786,2,2,1,1978,249000,316.7938931,48
townhomes,townhouse,1620,3,3,2,,350000,216.0493827,2026
land,,1650,0,,,,349900,212.0606061,2026
land,,1650,0,,,,4000,2.424242424,2026
land,,1650,0,,,,80500,48.78787879,2026
land,,1650,0,,,,50000,30.3030303,2026
land,,1650,0,,,,6500,3.939393939,2026
single_family,,1535,2,2,,1957,199900,130.228013,69
land,,1650,0,,,,67800,41.09090909,2026
single_family,,3289,4,3,2,2010,699000,212.5266038,16
land,,1650,0,,,,54900,33.27272727,2026
land,,1650,0,,,,80000,48.48484848,2026
single_family,,1036,2,3,1,1990,265000,255.7915058,36
land,,1650,0,,,,60000,36.36363636,2026
single_family,,2000,3,3,2,,325000,162.5,2026
land,,1650,0,,,,19500,11.81818182,2026
single_family,,2520,3,3,,1925,219900,87.26190476,101
single_family,,2374,2,3,1,1979,264900,111.5838248,47
single_family,,2328,3,4,1,2022,430000,184.7079038,4
land,,1650,0,,,,27500,16.66666667,2026
single_family,,3378,3,4,2,1997,575000,170.2190645,29
land,,1650,0,,,,17000,10.3030303,2026
single_family,,5711,7,4,2,2005,4385000,767.8164945,21
condos,condo,2561,3,4,3,1975,409500,159.8984772,51
single_family,,4313,4,5,2,1978,750000,173.892882,48
land,,1650,0,,,,12500,7.575757576,2026
single_family,,1180,1,2,1,1970,524900,444.8305085,56
land,,1650,0,,,,143000,86.66666667,2026
single_family,,1311,1,3,1,1955,175000,133.4858886,71
single_family,,2262,2,4,1,1957,240000,106.1007958,69
single_family,,2526,3,3,2,2008,629900,249.3665875,18
land,,1650,0,,,,91000,55.15151515,2026
single_family,,2622,3,4,2,,325000,123.9511823,2026
multi_family,,1650,,,,1942,115000,69.6969697,84
single_family,,1480,2,2,1,1993,289900,195.8783784,33
land,,1650,0,,,,55000,33.33333333,2026
single_family,,1387,2,3,1,2013,269500,194.3042538,13
single_family,,1638,4,5,,2005,579000,353.4798535,21
land,,1650,0,,,,44900,27.21212121,2026
single_family,,2100,4,5,2,2025,307590,146.4714286,1
land,,1650,0,,,,79900,48.42424242,2026
single_family,,1300,2,3,1,1980,280000,215.3846154,46
single_family,,1741,2,4,1,,345000,198.1619759,2026
single_family,,1259,2,3,1,2016,249900,198.4908658,10
townhomes,townhouse,1423,3,3,2,,199549,140.2312017,2026
single_family,,2687,3,4,1,1987,249900,93.00334946,39
single_family,,1056,1,2,1,1935,190000,179.9242424,91
single_family,,1611,2,3,1,2006,234900,145.8100559,20
single_family,,1352,2,3,1,1990,269900,199.6301775,36
single_family,,2189,3,4,1,2020,379900,173.549566,6
townhomes,townhouse,1664,3,4,2,2006,285000,171.2740385,20
single_family,,2415,3,4,2,2022,394900,163.5196687,4
condos,condo,924,2,2,1,1984,399000,431.8181818,42
single_family,,1402,2,3,1,2020,360000,256.7760342,6
land,,1650,0,,,,250000,151.5151515,2026
single_family,,1416,2,3,1,2025,274663,193.9710452,1
condos,condo,1097,3,3,,2007,189999,173.1987238,19
multi_family,,1548,3,4,1,1945,469000,302.9715762,81
townhomes,townhouse,1440,3,3,2,,219999,152.7770833,2026
condos,condo,711,2,2,,1994,170000,239.0998594,32
